,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,swimming_pool,state
3690,3300 Oplinter,Villa,998000,3,240,Hyper equipped,0.0,,,,,,240,3393,,0.0,
3691,1180 Uccle,Villa,998000,3,,,0.0,,,,1.0,1,,800,4,, To renovate
3692,2500 Lier,House,998000,6,,Installed,0.0,,,,,,,1805,4,,
3693,2930 Brasschaat,House,998000,8,606,Installed,0.0,,,,,,606,5749,4,, Good
3694,2610 Antwerpen,Apartment block,998000,10,320,Installed,1.0,,1.0,45,,,320,321,3,0.0, Good
3695,1700 Dilbeek,House,998000,,340,Hyper equipped,0.0,,1.0,125,1.0,5000,340,55000,,,
3696,1785 Merchtem,Brouwerij Martinas,299000,,,,,,,,,,,,,,
3697,2320 Hoogstraten,Penthouse,995000,4,267,Installed,0.0,,,,,,267,,3,, As new
3698,1050 Ixelles,Apartment,995000,4,,Hyper equipped,,,1.0,5,,,,,2,, As new
3699,4000 Liege,Exceptional property,995000,10,650,Not installed,0.0,,,,1.0,4250,650,5200,4,, To renovate
3700,1180 Uccle,Apartment,995000,4,215,USA hyper equipped,0.0,,1.0,40,,,215,,3,0.0, As new
3701,1420 Braine-lAlleud,Villa,995000,3,282,USA hyper equipped,,,,,1.0,900,282,1600,4,, As new
3702,1090 Jette,Villa,995000,3,260,Installed,0.0,,1.0,60,,,260,1053,4,, Good
3703,9600 Ronse,Loft,995000,4,294,Hyper equipped,0.0,,1.0,290,1.0,265,294,,4,, As new
3704,8300 Knokke-Heist,House,995000,6,215,USA semi equipped,,,,,1.0,249,215,249,4,, To renovate
3705,1410 Waterloo,Villa,995000,5,224,Not installed,0.0,,,,1.0,1500,224,1500,4,0.0, To renovate
3706,2000 Antwerp,Apartment,995000,1,113,Hyper equipped,0.0,,,,,,113,,,0.0, As new
3707,8300 Knokke-Heist Knokke,Duplex,995000,3,110,USA hyper equipped,,,1.0,20,,,110,,2,0.0, As new
3708,1380 Lasne,House,995000,5,272,Hyper equipped,0.0,,1.0,40,1.0,2500,272,3000,4,0.0, Good
3709,1050 Ixelles,House,995000,6,435,USA hyper equipped,0.0,,1.0,38,1.0,90,435,231,2,0.0, Good
3710,1170 Watermael-Boitsfort,House,995000,5,270,USA hyper equipped,0.0,,1.0,20,1.0,300,270,407,2,, To be done up
3711,1180 Uccle,House,995000,6,435,USA hyper equipped,0.0,,1.0,38,1.0,90,435,231,2,0.0, Good
3712,1200 Woluwe-Saint-Lambert,House,995000,6,260,Semi equipped,0.0,,,,1.0,250,260,627,4,, To renovate
3713,1050 Ixelles,Apartment,995000,3,170,USA uninstalled,0.0,,1.0,13,,,170,,2,0.0, Just renovated
3714,9900 Eeklo,House,995000,5,564,Hyper equipped,0.0,,,,,,564,8467,4,0.0, Good
3715,2460 Lichtaart,House,995000,3,,,0.0,,,,,,,2750,4,, As new
3716,3390 SINT-JORIS-WINGE,Mixed-use building,995000,3,417,,0.0,,1.0,60,,,417,6275,4,,
3717,3390 SINT-JORIS-WINGE,Manor house,995000,3,417,,0.0,,1.0,60,,,417,6275,4,,
3718,8540 Deerlijk,Mixed-use building,995000,4,600,Installed,0.0,,,,,,600,1488,4,0.0, Good
3719,8540 Deerlijk,Villa,995000,4,600,Installed,0.0,,,,,,600,1488,4,0.0, Good
3720,8540 Deerlijk,Other properties,995000,4,600,Installed,0.0,,,,,,600,1488,4,0.0, Good
3721,1050 Ixelles,House,995000,5,326,Hyper equipped,0.0,,,,,,326,90,2,, As new
3722,1060 SAINT-GILLES,House,995000,5,326,Hyper equipped,0.0,,,,,,326,90,2,, As new
3723,2000 Antwerp,Apartment,995000,3,140,USA hyper equipped,,,1.0,43,,,140,,3,, As new
3724,2000 Antwerp,Apartment,995000,2,,Hyper equipped,0.0,,1.0,39,1.0,39,,,2,0.0, As new
3725,8420 De Haan,Penthouse,995000,3,170,Installed,0.0,,1.0,75,,,170,,3,0.0, As new
3726,1770 Liedekerke,Villa,995000,6,530,Installed,0.0,,,,1.0,457,530,1571,,, Good
3727,4600 Dalhem,Villa,995000,6,380,Installed,0.0,,,,,,380,58000,,, Good
3728,1180 Uccle,Apartment,995000,4,215,,0.0,,1.0,40,,,215,,4,0.0, As new
3729,2570 Duffel,Villa,995000,3,,Installed,,,,,,,,812,4,, As new
3730,8300 KNOKKE,Duplex,995000,3,120,,0.0,,,,,,120,,,, Just renovated
3731,8300 Knokke-Heist,House,995000,6,215,Semi equipped,,,,,,,215,249,4,, To renovate
3732,8420 De Haan,Apartment,995000,3,165,Installed,0.0,,1.0,75,,,165,,3,0.0, As new
3733,1070 Anderlecht,Mixed-use building,995000,7,605,Installed,0.0,,,,,,605,340,,,
3734,9600 Ronse,Penthouse,995000,4,278,,0.0,,1.0,290,,,278,,2,0.0, As new
3735,8490 Jabbeke,Villa,995000,3,302,Installed,1.0,,,,,,302,3391,,0.0, As new
3736,8300 Knokke,Duplex,995000,3,,Installed,0.0,,,,,,,,,0.0, As new
3737,8301 Knokke-Heist,House,995000,6,215,Semi equipped,,,,,,,215,249,4,,
3738,3130 Begijnendijk,Exceptional property,995000,4,542,Hyper equipped,0.0,,1.0,200,1.0,14000,542,14780,4,0.0, Good
3739,8620 Nieuwpoort,Apartment,995000,3,129,,0.0,,,,,,129,,,0.0, As new
3740,8770 Ingelmunster,Villa,995000,6,434,USA installed,,,,,1.0,4116,434,4116,,0.0, To be done up
3741,2000 Antwerp,Apartment,995000,2,185,Hyper equipped,,,1.0,26,,,185,,3,, As new
3742,2110 Wijnegem,Apartment,995000,2,185,Hyper equipped,,,1.0,26,,,185,,3,, As new
3743,1410 Waterloo,Villa,995000,5,280,USA hyper equipped,,,1.0,30,,,280,800,4,,
3744,2850 Boom,Penthouse,995000,5,,Installed,,,1.0,71,,,,,3,,
3745,9550 Herzele,Villa,995000,5,1265,,0.0,,,,,,1265,11366,,, To renovate
3746,9900 Eeklo,Villa,995000,5,496,Installed,0.0,,,,,,496,4230,,0.0, Good
3747,2018 Antwerpen 1,House,995000,5,,,0.0,,1.0,30,,,,145,2,, As new
3748,8000 Brugge,House,995000,3,195,,,,,,,,195,,,,
3749,8000 Brugge,House,995000,5,,,,,,,,,,,,,
3750,9990 Maldegem,Villa,995000,5,443,Installed,0.0,,,,,,443,2310,,0.0,
3751,8300 Knokke-Heist,Apartment,995000,2,95,,,,,,,,95,,,0.0,
3752,9910 Ursel,Villa,995000,3,284,Installed,0.0,,,,,,284,6434,,0.0,
3753,8680 Koekelare,Farmhouse,995000,1,868,Semi equipped,0.0,,,,,,868,8568,,, Good
3754,9000 Gent,Apartment,995000,2,216,,,,,,,,216,,,0.0,
3755,9255 Buggenhout,House,995000,5,450,Installed,,,,,,,450,2800,,0.0,
3756,1630 Linkebeek,Exceptional property,995000,6,400,Hyper equipped,0.0,,,,,,400,1652,4,0.0, Good
3757,8300 Knokke-Heist,House,995000,6,,,0.0,,,,,,,249,,, To be done up
3758,2000 Antwerp,Apartment,995000,2,146,,,,1.0,19,,,146,,,,
3759,9120 BEVEREN,Mixed-use building,995000,,1088,Installed,0.0,,,,,,1088,2396,2,, Good
3760,2000 Antwerp,Penthouse,995000,2,160,USA installed,1.0,,1.0,12,,,160,,2,, Just renovated
3761,3500 Hasselt,Mixed-use building,995000,3,491,,0.0,,,,,,491,205,2,, Good
3762,1050 Ixelles,Exceptional property,995000,5,326,Hyper equipped,0.0,,,,,,326,90,2,, As new
3763,1060 SAINT-GILLES,Exceptional property,995000,5,326,Hyper equipped,0.0,,,,,,326,90,2,, As new
3764,3001 Leuven,House,995000,8,463,Hyper equipped,0.0,,,,,,463,155,,, Good
3765,3550 Heusden-Zolder,Villa,995000,4,384,,0.0,,1.0,30,1.0,5055,384,5520,4,0.0, To be done up
3766,1180 Uccle,Penthouse,995000,3,245,Hyper equipped,0.0,,1.0,20,,,245,,3,0.0, To be done up
3767,8200 Sint-andries,Apartment,995000,2,345,Hyper equipped,0.0,,,,,,345,,3,0.0, Good
3768,2950 Kapellen,Villa,995000,5,601,,0.0,,,,,,601,9820,,, To renovate
3769,6900 Marche-en-Famenne,House,995000,2,,USA hyper equipped,0.0,,,,,,,580,4,, Just renovated
3770,9890 Asper,Villa,995000,5,400,Installed,0.0,,,,,,400,626,4,0.0, Good
3771,5020 Malonne,Exceptional property,995000,3,225,Hyper equipped,,,1.0,132,,,225,900,4,0.0, As new
3772,3910 Pelt,Villa,995000,4,454,Installed,0.0,,,,,,454,2308,4,0.0, As new
3773,2930 Brasschaat,Villa,995000,4,,Installed,0.0,,1.0,1,1.0,4000,,12000,1,0.0, As new
3774,8400 Oostende,Villa,995000,6,,USA hyper equipped,1.0,,,,1.0,1,,,4,0.0, Good
3775,8300 Knokke-Heist,Apartment,995000,3,84,Hyper equipped,0.0,,1.0,4,,,84,,2,0.0,
3776,2340 Beerse,House,995000,7,720,USA hyper equipped,,,,,,,720,4492,4,,
3777,1930 Zaventem,House,995000,5,358,USA hyper equipped,0.0,,1.0,100,1.0,150,358,438,3,0.0, As new
3778,1000 Brussels City,House,995000,5,358,USA hyper equipped,0.0,,1.0,100,1.0,150,358,438,3,0.0, As new
3779,3202 Rillaar,Country house,995000,5,455,Hyper equipped,0.0,,,,,,455,4670,4,0.0, Good
3780,8400 Oostende,Apartment,995000,3,,USA installed,1.0,,1.0,48,,,,,4,, As new
3781,9700 Oudenaarde,Mansion,995000,5,550,,0.0,,,,,,550,298,2,, Just renovated
3782,1410 Waterloo,Villa,995000,5,270,Hyper equipped,,,,,,,270,2060,4,, To be done up
3783,3001 Heverlee,Villa,995000,4,220,Hyper equipped,0.0,,,,,,220,830,4,, As new
3784,5310 EGHEZE,House,995000,2,333,Installed,0.0,,,,,,333,270,2,, Good
3785,1050 Ixelles,Apartment block,995000,6,284,Semi equipped,1.0,,1.0,42,,,284,180,2,, Good
3786,3680 Maaseik,Penthouse,995000,3,370,Installed,0.0,,1.0,206,,,370,,2,0.0, As new
3787,8620 Nieuwpoort,Apartment,995000,3,129,Hyper equipped,0.0,,,,,,129,,,0.0,
3788,2320 Hoogstraten,Villa,995000,3,342,Installed,0.0,,,,1.0,2667,342,2667,4,, As new
3789,3840 Borgloon,House,995000,5,1300,Installed,,,,,,,1300,4100,,0.0,
3790,4800 Verviers,Mixed-use building,995000,,,Not installed,0.0,,,,,,,305,2,, Good
3791,9300 Aalst,House,995000,4,555,Installed,,,,,,,555,425,,0.0,
3792,9700 Oudenaarde,House,995000,5,550,,0.0,,,,1.0,90,550,298,2,,
3793,8301 Duinbergen,Apartment,995000,2,85,,,,,,,,85,,,0.0,
3794,9150 Kruibeke,Mixed-use building,995000,7,,Installed,,,,,,,,3199,4,0.0,
3795,9000 Gent,House,995000,8,300,,,,1.0,25,,,300,204,,0.0, As new
3796,9300 Aalst,Loft,995000,4,555,Installed,,,,,,,555,,,0.0,
3797,2000 Antwerp,Penthouse,995000,2,156,,,,1.0,32,,,156,,,0.0,
3798,9550 Herzele,House,995000,5,11366,,,,1.0,100,1.0,6500,11366,,4,, Good
3799,8800 Rumbeke,House,995000,4,,,,,,,,,,,,,
3800,1150 Woluwe-Saint-Pierre,House,990000,6,,Hyper equipped,0.0,,1.0,16,,,,251,2,, As new
3801,1040 Etterbeek,Penthouse,990000,3,167,USA hyper equipped,0.0,,1.0,23,,,167,,2,0.0, As new
3802,1050 Ixelles,House,990000,6,330,Hyper equipped,0.0,,1.0,5,1.0,60,330,135,2,, Good
3803,2630 Aartselaar,Villa,990000,4,311,Installed,0.0,,1.0,60,,,311,3004,4,0.0, Good
3804,1150 Woluwe-Saint-Pierre,Ground floor,990000,3,300,Installed,0.0,,1.0,70,,,300,,2,0.0, To renovate
3805,1020 Bruxelles,Villa,990000,8,380,Semi equipped,0.0,,1.0,20,1.0,340,380,1050,,, To renovate
3806,1050 Bruxelles,Apartment,990000,3,,USA hyper equipped,0.0,,,,,,,,2,0.0, As new
3807,2000 Antwerp,Penthouse,990000,3,310,USA hyper equipped,,,1.0,17,,,310,,,0.0, Good
3808,8500 Kortrijk,Mixed-use building,990000,7,,,0.0,,,,,,,215,2,, To be done up
3809,1000 Bruxelles,Duplex,990000,3,215,Hyper equipped,0.0,,1.0,50,1.0,25,215,,2,0.0, As new
3810,4800 Verviers,Apartment block,990000,,,,,,,,,,,,2,,
3811,9000 Gent,House,990000,1,575,,,,,,,,575,,,0.0,
3812,8620 Newport,Apartment,990000,2,,,,,,,,,,,,, As new
3813,1600 Sint-Pieters-Leeuw,Villa,990000,4,350,,0.0,,,,,,350,,4,0.0,
3814,3090 Overijse,Farmhouse,990000,5,,,,,,,,,,,4,, To restore
3815,1200 Woluwe-Saint-Lambert,Penthouse,990000,4,260,,0.0,,1.0,21,,,260,,4,, As new
3816,1180 Uccle,Apartment block,990000,7,456,Installed,0.0,,,,1.0,82,456,200,2,,
3817,1410 Waterloo,Villa,990000,3,,Hyper equipped,,,1.0,22,,,,795,4,0.0, As new
3818,2550 Kontich,Villa,990000,4,384,Hyper equipped,0.0,,,,1.0,260,384,820,4,0.0, As new
3819,7608 Wiers,House,990000,4,200,Not installed,0.0,,,,,,200,10180,,,
3820,3770 Riemst,Exceptional property,990000,3,,Installed,0.0,,,,,,,20000,4,0.0, Good
3821,9880 Aalter,Country house,990000,4,305,,0.0,,,,,,305,14143,4,0.0, Good
3822,8800 Roeselare,Apartment,990000,2,,Installed,0.0,,1.0,30,,,,,,, As new
3823,3500 Hasselt,Apartment,990000,4,300,Installed,0.0,,1.0,30,,,300,,,0.0, As new
3824,5190 Moustier-sur-Sambre,Exceptional property,990000,7,438,Installed,0.0,,,,,,438,8787,4,, To be done up
3825,1210 Saint-Josse,House,990000,,314,,0.0,,,,,,314,,2,,
3826,1060 St-Gilles,Mixed-use building,990000,6,400,Semi equipped,,,1.0,15,1.0,15,400,130,2,, To renovate
3827,1180 Uccle,Mixed-use building,990000,,,,,,,,,,,,3,,
3828,2000 Antwerp,Apartment block,990000,15,,,,,,,,,,,2,,
3829,3000 Leuven,House,989154,7,,,0.0,,,,1.0,106,,213,3,, As new
3830,3000 Leuven,Bottelarij,669300,,,,,,,,,,,,,,
3831,2990 Wuustwezel,Villa,988000,6,383,USA hyper equipped,,,,,,,383,2056,4,0.0, As new
3832,7712 Herseaux,House,987000,3,209,Installed,0.0,,,,,,209,6610,4,, Good
3833,9520 Sint-Lievens-Houtem,House,987000,4,309,,0.0,,,,,,309,1340,4,,
3834,1060 Sint-Gillis,Apartment,986000,9,340,Installed,1.0,,,,1.0,15,340,,,, As new
3835,1060 Saint-Gilles,Apartment block,986000,,340,,0.0,,,,1.0,15,340,100,2,0.0, Good
3836,3500 Hasselt,Penthouse,985450,2,200,,,,1.0,36,,,200,,2,, As new
3837,1150 Woluwe-Saint-Pierre,Green Dog,780000,,,,,,,,,,,,,,
3838,1150 Woluwe-Saint-Pierre,Chien Vert II,780000,,,,,,,,,,,,,,
3839,1150 Woluwe-Saint-Pierre,Chien Vert II,780000,,,,,,,,,,,,,,
3840,4880 Aubel,House,985000,7,500,Installed,0.0,,,,,,500,3400,4,, Good
3841,1000 Bruxelles,Apartment block,985000,4,265,Semi equipped,0.0,,1.0,10,,,265,85,2,0.0, To renovate
3842,1981 Hofstade,Villa,985000,4,300,Hyper equipped,,,,,,,300,1300,,0.0,
3843,8300 Knokke-Zoute,Apartment,985000,3,92,Hyper equipped,0.0,,,,,,92,,2,0.0, As new
3844,1000 Bruxelles,Apartment,985000,3,195,Installed,0.0,,1.0,24,,,195,,,0.0, As new
3845,1410 Waterloo,Villa,985000,4,,Hyper equipped,0.0,,,,,,,1917,4,, As new
3846,8300 Knokke-Heist,Villa,985000,2,150,,0.0,,,,,,150,387,4,,
3847,1000 Brussels,Mixed-use building,985000,3,476,Hyper equipped,,,,,1.0,76,476,221,2,, Good
3848,1040 Etterbeek,Mixed-use building,985000,3,476,Hyper equipped,,,,,1.0,76,476,221,2,, Good
3849,7610 Rumes,Other properties,985000,3,,,0.0,,1.0,1,1.0,1,,60000,4,0.0, As new
3850,2160 Wommelgem,House,985000,4,674,Installed,0.0,,,,,,674,894,,0.0, Good
3851,2970 Schilde,Villa,985000,5,416,,0.0,,,,1.0,2000,416,2000,4,,
3852,8500 Kortrijk,House,985000,4,353,,0.0,,,,1.0,1024,353,2267,4,0.0, Good
3853,2590 Berlaar,Villa,985000,,404,,0.0,,,,,,404,2108,4,,
3854,1030 Schaerbeek,Apartment block,985000,7,300,,0.0,,1.0,20,,,300,100,2,0.0, To renovate
3855,9500 Geraardsbergen,Apartment block,985000,7,,Installed,0.0,,,,,,,186,2,0.0, As new
3856,3000 Leuven,Mansion,985000,7,,Hyper equipped,,,1.0,25,1.0,245,,359,2,,
3857,1547 Bever,Exceptional property,983000,4,391,USA hyper equipped,0.0,,,,,,391,3229,4,, As new
3858,1040 Etterbeek,Tervuren Corner - Celtic,980000,,,,,,,,,,,,,,
3859,1653 Dworp,House,980000,4,327,Installed,0.0,,,,,,327,4110,4,, Good
3860,1040 Etterbeek,Penthouse,980000,3,155,USA hyper equipped,0.0,,1.0,16,,,155,,2,0.0, As new
3861,8500 Kortrijk,Other properties,980000,9,530,Hyper equipped,1.0,,,,,,530,1340,4,, Good
3862,8500 Kortrijk,Mixed-use building,980000,9,530,Hyper equipped,1.0,,,,,,530,1340,4,, Good
3863,8500 Kortrijk,Villa,980000,9,530,Hyper equipped,1.0,,,,,,530,1340,4,, Good
3864,8500 Kortrijk,Other properties,980000,9,530,Hyper equipped,1.0,,,,,,530,1340,4,, Good
3865,8500 Kortrijk,Mixed-use building,980000,9,530,Hyper equipped,1.0,,,,,,530,1340,4,, Good
3866,8500 Kortrijk,Villa,980000,9,530,Hyper equipped,1.0,,,,,,530,1340,4,, Good
3867,1950 Kraainem,Villa,980000,3,240,Hyper equipped,0.0,,1.0,34,1.0,300,240,588,4,0.0, As new
3868,1970 Wezembeek-Oppem,Villa,980000,3,210,USA hyper equipped,0.0,,1.0,34,1.0,150,210,580,4,0.0, As new
3869,1210 Sint-Joost-ten-Node,Apartment,980000,,500,,0.0,,,,,,500,,2,, Good
3870,6600 Bastogne,Other properties,980000,12,700,Hyper equipped,1.0,,,,,,700,4000,4,, As new
3871,6600 Bastogne,House,980000,12,600,Hyper equipped,1.0,,,,,,600,4000,4,, As new
3872,6600 Bastogne,House,980000,12,700,Hyper equipped,1.0,,,,,,700,4000,4,, As new
3873,2000 Antwerpen,Apartment,980000,3,,Hyper equipped,0.0,,,,,,,,2,, As new
3874,1070 Anderlecht,Exceptional property,980000,7,236,Hyper equipped,0.0,,,,,,236,1396,4,0.0, To be done up
3875,5377 Baillonville,House,980000,5,420,Installed,0.0,,,,,,420,1613,4,0.0, As new
3876,2000 Antwerp,Apartment,980000,3,194,Installed,0.0,,1.0,10,,,194,,2,0.0, As new
3877,5360 Hamois,Farmhouse,980000,5,314,Installed,0.0,,,,,,314,5650,4,, Good
3878,3800 SINT-TRUIDEN,Mixed-use building,980000,12,400,,0.0,,,,,,400,1215,2,,
3879,2018 Antwerp,Mansion,980000,9,287,Semi equipped,0.0,,,,1.0,118,287,217,2,, To renovate
3880,2000 Antwerp,House,980000,4,203,Installed,0.0,,,,,,203,78,2,, As new
3881,2000 Antwerp,House,980000,4,203,Hyper equipped,0.0,,1.0,15,1.0,15,203,78,2,, As new
3882,8500 Kortrijk,Mixed-use building,980000,8,528,USA hyper equipped,0.0,,,,,,528,1340,4,0.0, Good
3883,8000 Brugge,House,980000,3,150,,0.0,,,,,,150,47,3,, As new
3884,3110 Rotselaar,Villa,980000,3,304,,,,,,,,304,3328,,, As new
3885,1400 Nivelles,House,980000,4,384,,0.0,,,,1.0,400,384,691,,,
3886,9000 Gent,Mixed-use building,980000,8,158,,1.0,,,,,,158,,,, As new
3887,2000 Antwerp,Apartment block,980000,6,371,,,,,,,,371,,2,, As new
3888,1540 Herne,Exceptional property,979000,5,,Semi equipped,,,,,1.0,3232,,4170,4,, To renovate
3889,2930 Brasschaat,Apartment,979000,6,90,Installed,0.0,,,,1.0,60,90,,2,,
3890,9880 Aalter,House,979000,4,590,Installed,0.0,,,,,,590,6916,4,, Good
3891,2930 Brasschaat,Apartment block,979000,2,89,,0.0,,,,,,89,486,,0.0,
3892,8500 Kortrijk,MAPLE MINT,609000,,,,,,,,,,,,,,
3893,8500 Kortrijk,Apartment,975500,2,,,0.0,,1.0,66,1.0,1,,,,0.0, As new
3894,1000 Bruxelles ville,Apartment,975000,2,180,Hyper equipped,0.0,,1.0,70,,,180,,2,, As new
3895,1000 Bruxelles ville,Apartment,975000,2,180,Hyper equipped,0.0,,1.0,70,,,180,,2,, As new
3896,1050 Ixelles,Apartment,975000,3,166,Hyper equipped,0.0,,1.0,7,,,166,,2,, As new
3897,2280 Grobbendonk,Exceptional property,975000,5,550,Installed,0.0,,,,,,550,2283,,, Good
3898,1040 Etterbeek,Penthouse,975000,3,220,Hyper equipped,0.0,,1.0,25,,,220,,2,0.0, Just renovated
3899,1050 Ixelles,Apartment,975000,3,161,Hyper equipped,0.0,,1.0,6,,,161,,2,0.0, As new
3900,1050 Ixelles,Apartment,975000,3,172,Installed,,,1.0,6,,,172,,2,, As new
3901,1050 Ixelles,House,975000,3,240,,0.0,,,,1.0,30,240,100,2,0.0, As new
3902,1410 Waterloo,Villa,975000,4,319,Hyper equipped,0.0,,,,1.0,1950,319,2785,4,0.0, As new
3903,2000 Antwerp,Loft,975000,3,200,USA hyper equipped,0.0,,1.0,15,,,200,,2,0.0, As new
3904,1400 Baulers,Villa,975000,4,270,Hyper equipped,0.0,,1.0,62,,,270,4056,4,0.0, As new
3905,9240 Zele,Villa,975000,3,432,Hyper equipped,0.0,,1.0,42,,,432,1494,4,0.0, As new
3906,1180 Uccle,Villa,975000,4,216,Installed,0.0,,,,,,216,1143,4,,
3907,1030 Schaerbeek,Apartment block,975000,13,,Installed,1.0,,,,,,,320,2,, As new
3908,1180 Uccle,Apartment,975000,3,193,Hyper equipped,0.0,,1.0,32,,,193,,3,0.0, As new
3909,9000 Gent,Duplex,975000,2,160,,0.0,,,,,,160,,2,0.0,
3910,1150 Woluwe-Saint-Pierre,Mixed-use building,975000,,,USA installed,0.0,,1.0,25,,,,449,4,0.0, Good
3911,2880 Bornem,Villa,975000,3,352,Hyper equipped,,,,,,,352,2820,4,,
3912,7370 Dour,Apartment block,975000,10,,Installed,,,,,,,,1500,3,, As new
3913,1785 Merchtem,House,975000,8,699,Installed,0.0,,,,,,699,9812,4,, Good
3914,1332 Genval,Villa,975000,3,,Installed,0.0,,1.0,40,,,,1506,4,, Just renovated
3915,3090 Overijse,Villa,975000,3,,Installed,0.0,,1.0,40,,,,1506,4,, Just renovated
3916,1160 Auderghem,House,975000,6,425,Semi equipped,0.0,,,,,,425,490,2,,
3917,2360 Oud-Turnhout,Country house,975000,4,850,Installed,0.0,,,,,,850,6883,4,0.0, Good
3918,5500 Dinant,Mixed-use building,975000,8,680,Installed,,,,,,,680,340,2,, To be done up
3919,3200 Aarschot,Apartment block,975000,10,600,USA hyper equipped,,,,,,,600,419,3,, Good
3920,3270 Scherpenheuvel,Other properties,975000,,,,0.0,,,,,,,,2,,
3921,3950 Bocholt,House,975000,3,200,,0.0,,,,,,200,80000,,,
3922,1933 Zaventem Sterrebeek,Villa,975000,5,380,Hyper equipped,0.0,,1.0,60,1.0,1200,380,1338,4,, Good
3923,1180 Uccle,Apartment,975000,2,200,,0.0,,1.0,18,,,200,,4,, Just renovated
3924,5101 Erpent,House,975000,7,444,Semi equipped,0.0,,,,1.0,6821,444,7151,4,,
3925,2530 Boechout,Duplex,975000,2,,Hyper equipped,0.0,,,,,,,,4,0.0, As new
3926,9900 Eeklo,Villa,975000,6,,Installed,,,,,,,,8000,4,, Good
3927,5650 Walcourt,Exceptional property,975000,8,625,Semi equipped,0.0,,,,,,625,56483,4,, To be done up
3928,2650 Edegem,Mixed-use building,975000,4,192,,0.0,,,,,,192,3276,4,,
3929,2000 Antwerp,Penthouse,975000,2,203,Hyper equipped,0.0,,1.0,50,,,203,,3,, As new
3930,2970 Schilde,Residentie Eugeen,975000,,,,,,,,,,,,,,
3931,7000 Mons,Exceptional property,975000,5,600,Installed,0.0,,,,,,600,1447,4,0.0, As new
3932,2970 Schilde,Loft,975000,2,226,,,,,,,,226,,,,
3933,2800 Mechelen,House,974000,3,191,,,,1.0,28,1.0,20,191,127,2,, As new
3934,8300 Knokke-Heist Knokke,House,972000,4,160,Installed,0.0,,,,1.0,154,160,154,2,, As new
3935,8300 Knokke-Heist,Town-house,972000,4,160,Installed,,,,,,,160,154,2,0.0, Good
3936,8300 KNOKKE,House,972000,6,196,Installed,0.0,,,,,,196,152,2,, Good
3937,8300 Knokke-Heist Knokke,House,972000,4,154,Hyper equipped,,,,,,,154,160,2,0.0,
3938,8300 Knokke-Heist,House,972000,6,220,,0.0,,,,,,220,154,2,, Good
3939,8300 Knokke-Heist,House,972000,6,,,0.0,,,,,,,154,,,
3940,8300 Knokke-Heist,Town-house,972000,4,220,,0.0,,,,,,220,220,,0.0, As new
3941,8300 Knokke-Heist,Apartment,970000,3,119,Hyper equipped,0.0,,1.0,28,,,119,,2,0.0, Good
3942,8301 Knokke-Heist,Apartment,970000,3,119,Hyper equipped,0.0,,1.0,28,,,119,,2,0.0, Good
3943,8300 Knokke-Heist,Duplex,970000,3,119,Installed,,,1.0,28,,,119,,,0.0, To renovate
3944,2000 Antwerp,Apartment,970000,3,245,Hyper equipped,0.0,,1.0,36,1.0,44,245,,2,0.0, Good
3945,8300 Duinbergen,Duplex,970000,3,119,USA installed,0.0,,1.0,55,,,119,,2,, Good
3946,8301 Duinbergen,Duplex,970000,3,119,,,,,,,,119,,,,
3947,4784 Crombach,House,970000,,420,,0.0,,,,,,420,,,0.0, Good
3948,6674 Montleban,Exceptional property,970000,7,402,Semi equipped,0.0,,,,,,402,23050,4,0.0, Good
3949,8301 Duinbergen,Duplex,970000,3,119,Installed,0.0,,,,,,119,,2,0.0, Good
3950,2000 Antwerpen,Penthouse,969500,2,,,,,,,,,,,,,
3951,2000 Antwerp,Apartment,967500,2,160,,,,,,,,160,,,, As new
3952,9000 Gent,House,967000,4,350,Installed,0.0,,,,1.0,169,350,356,2,0.0, Good
3953,1150 Woluwe-Saint-Pierre,Apartment,965000,3,137,USA hyper equipped,0.0,,1.0,18,,,137,,3,, As new
3954,9000 Gent,Triplex,965000,3,291,Hyper equipped,0.0,,,,,,291,,2,0.0, Just renovated
3955,9000 Gent,House,965000,3,291,Hyper equipped,0.0,,,,,,291,,2,0.0, Just renovated
3956,8510 Marke,Villa,965000,5,560,Installed,0.0,,,,,,560,2810,4,0.0,
3957,1050 Ixelles,House,965000,4,241,Installed,0.0,,,,1.0,90,241,,2,,
3958,2930 Brasschaat,Apartment block,965000,,289,Installed,0.0,,,,,,289,327,3,, Good
3959,8500 Kortrijk,Apartment,965000,8,,Not installed,0.0,,,,,,,,,,
3960,1700 Dilbeek,Exceptional property,960604,3,258,,0.0,,,,,,258,649,4,, As new
3961,2000 Antwerp,Apartment,960000,2,150,Hyper equipped,,,,,,,150,,,, As new
3962,6110 Montigny-le-Tilleul,House,960000,5,260,Hyper equipped,0.0,,,,,,260,3312,4,, As new
3963,8300 Knokke-Heist,Apartment,960000,4,,,,,,,,,,,,, Just renovated
3964,8501 Heule,House,960000,4,315,Installed,0.0,,,,,,315,2873,4,, Good
3965,1150 Sint-Pieters-Woluwe,Town-house,960000,5,,Installed,0.0,,,,,,,245,2,, As new
3966,1000 Bruxelles 1,Loft,960000,2,308,Installed,0.0,,1.0,35,,,308,,4,, As new
3967,1000 Brussels City,Apartment,960000,2,308,USA hyper equipped,0.0,,,,,,308,,2,, As new
